"anno","abruzzo","basilicata","calabria","campania","emilia romagna","friuli venezia giulia","lazio","liguria","lombardia","marche","molise","piemonte","puglia","sardegna","sicilia","toscana","trentino alto adige","umbria","valle d aosta","veneto"
2017,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
2018,96.081192613226,93.2107814955349,95.2155671296296,97.9454794002589,98.7792952284606,99.3206492871863,97.3072600967105,95.5444014187628,97.3637504207595,93.0654552755747,95.5954463528414,95.8169954662419,96.7107395164949,98.9987702970851,96.8150854874363,100.196886957168,98.7015089696263,94.7786458333333,94.050923830502,97.9541131082547
2019,93.1135871247292,89.3056992832778,92.064525462963,93.5303142678475,98.1858034058338,98.2572715490684,92.8434811232945,92.0156627943553,96.3244744331222,89.375230063916,91.8999151823579,92.2675938406241,94.6016160044937,97.6422542690255,91.5984346100059,99.2365986849437,94.7180666191741,91.9856770833333,94.1173068605856,98.4479172222518
2020,90.5261528938409,88.2253459047181,88.9532696759259,90.5228829457703,98.2738998482549,99.3966048399091,90.8300982996209,90.8254965127504,97.7003580280914,88.2019040926279,90.2161524597116,91.0208103582077,91.6429018947005,100.251530141695,87.9883385212252,98.8075337122479,94.8249249832696,89.140625,89.4124096034117,99.9586644621046
2021,88.5799030228,85.4322371699053,88.841869212963,89.5310704884894,100.675687067948,102.095948328978,91.6510590478785,90.2199733168462,105.749487438416,87.0791921828464,87.7816210771841,90.71192255851,92.1181973340247,98.7144014980017,84.6883881445392,99.7507955966665,99.3990566241392,88.8932291666667,84.4419802259035,102.290788842072
2022,87.6833797585887,86.7075811582538,87.9267939814815,89.7230341898986,102.493255774743,102.791233773132,91.7946491407297,90.5063291139241,109.241791364485,84.6451159522136,86.5351993214589,89.7290977412899,92.8370816860025,103.433386434141,83.4912256958542,100.700868036207,105.344537270902,87.8059895833333,88.0238978908301,104.16822230519
2023,88.5061384504281,85.5534475489632,88.5315393518518,89.0671582100839,106.39731917046,106.647438757516,91.2858407682354,91.4966429121517,114.821062456012,85.2708898035672,87.0308524173028,89.1057060000817,95.1897941106574,106.09646180934,83.9688500924798,102.280916824548,112.699954666149,87.421875,89.2713456644841,107.888865183921
2024,92.307851026514,86.0277490322333,90.2264178240741,90.2949260503469,110.389479008599,111.748146259587,91.9756975186724,94.682351154643,124.157715964381,88.4411705652043,90.4056668787108,92.3743005350652,99.9724544688573,107.449135015791,86.177087562593,102.107247668933,120.557012715066,89.5963541666667,93.7245405992577,115.071026010276
2025,92.6029093160012,84.2106473496608,90.6545138888889,92.1809694166921,113.471927162367,115.251450060552,94.2600286045086,95.8504441768898,129.0755531075,89.724927216143,91.7716284987277,94.02769268472,101.936612871865,110.018445543724,86.4338882122073,103.751996730934,124.30477300693,90.546875,93.6332639328928,120.765907515067
